"txid","ordertxid","pair","time","type","ordertype","price","cost","fee","vol","margin","misc","ledgers"
"TN44XS-W4TRZ-HD7PRA","OLJKMN-2HI76-NCJ63L","XXBTZEUR","2016-03-06 16:36:46.8514","sell","limit",369.99900,423.20486,0.93105,1.14380000,0.00000,"","LWWOC7-537FD-YATHLU,LRIJ3X-QVTXW-6JBAKZ"
"TM3LXE-YKHHC-7IK2FZ","OLJKMN-2HI76-NCJ63L","XXBTZEUR","2016-03-06 16:36:47.2745","sell","limit",369.91200,10.60168,0.02332,0.02866000,0.00000,"","LTBNE7-SKSJS-RGXHQR,LHVPME-73VCO-AZWRFP"
"TJWNAH-7W3AV-53VZXA","OLJKMN-2HI76-NCJ63L","XXBTZEUR","2016-03-06 16:36:47.5739","sell","limit",369.81300,234.83028,0.51663,0.63499736,0.00000,"","LVN5XT-DQCUB-2OYPJB,LNTVB2-VJN6N-IRLVZZ"
"T7DJFR-2AJWH-WCZO36","OLJKMN-2HI76-NCJ63L","XXBTZEUR","2016-03-06 16:36:47.9705","sell","limit",369.61200,4486.35046,9.86997,12.13800000,0.00000,"","LXWSUU-7QZKR-5O3B2E,LYWDJ2-QAPD3-D4JATM"
"T3Q45J-62LCF-LQLJSK","OLJKMN-2HI76-NCJ63L","XXBTZEUR","2016-03-06 16:36:48.303","sell","limit",369.61100,3.69611,0.00813,0.01000000,0.00000,"","L46BOU-I7BKK-J5S3TD,LO6ZPB-NXGBT-WRBB4C"
"TY7W3Q-5H2D2-Z4G2OP","OLJKMN-2HI76-NCJ63L","XXBTZEUR","2016-03-06 16:36:50.4886","sell","limit",369.51100,3.69511,0.00813,0.01000000,0.00000,"","LJANWW-OB5HJ-LHIQCC,LSWSPP-FLAR2-PGW6FV"
"TFPG4W-ZUBN6-QNEN6K","OLJKMN-2HI76-NCJ63L","XXBTZEUR","2016-03-06 16:36:50.8375","sell","limit",369.50000,3.69500,0.00813,0.01000000,0.00000,"","LNBW5T-RZXDO-EVKF3C,LWT6C2-KJRFC-ZIT6JY"
"TEEXN2-4UUMH-UX2UB3","OLJKMN-2HI76-NCJ63L","XXBTZEUR","2016-03-06 16:36:51.2271","sell","limit",369.44000,36.94400,0.08128,0.10000000,0.00000,"","LTSZ3H-BT5AN-M2YIL3,LQWW7L-5JFRW-ZFNNCX"
"TTLLFU-D7PSC-Q5RMSF","OLJKMN-2HI76-NCJ63L","XXBTZEUR","2016-03-06 16:36:51.5234","sell","limit",369.41100,3.69411,0.00813,0.01000000,0.00000,"","LFYXNM-Y5CSE-ZGYTFT,LATRT7-K6YVE-QHFRYC"
"TFE7JZ-UBGYR-STYDLV","OLJKMN-2HI76-NCJ63L","XXBTZEUR","2016-03-06 16:36:51.9216","sell","limit",369.39400,4255.04949,9.36111,11.51900000,0.00000,"","LK5KM2-WXFS5-UP327V,LYOHUJ-QKTBO-NMEPGY"
"TXQYOZ-HP7K4-IMQZZ2","OLJKMN-2HI76-NCJ63L","XXBTZEUR","2016-03-06 16:36:53.6753","sell","limit",369.31100,3.69311,0.00812,0.01000000,0.00000,"","LQGJA4-V25PH-NUCER7,LNMK2U-2AKUL-QUF5WX"
"TMI5VO-HT55W-AVXULC","OLJKMN-2HI76-NCJ63L","XXBTZEUR","2016-03-06 16:36:54.1174","sell","limit",369.21100,3.69211,0.00812,0.01000000,0.00000,"","LV2DRK-PBKJW-VRNSGD,LYWYT3-HTOSN-PSB45C"
"T5NMLL-PIEF2-4DWPTP","OLJKMN-2HI76-NCJ63L","XXBTZEUR","2016-03-06 16:36:54.4324","sell","limit",369.16200,4281.91004,9.42020,11.59900000,0.00000,"","LBNUVC-M5G5B-7LVVWL,LCRCJN-6W24Z-H7BXRF"
"TH6QPS-ABF7B-NY22UZ","OLJKMN-2HI76-NCJ63L","XXBTZEUR","2016-03-06 16:36:54.8497","sell","limit",369.11100,3.69111,0.00812,0.01000000,0.00000,"","LES3XD-KTFSQ-3UVLCR,LNTWPQ-WD54V-SODUOH"
"T5QUFR-N4MPB-EWV3B7","OLJKMN-2HI76-NCJ63L","XXBTZEUR","2016-03-06 16:36:55.163","sell","limit",369.01100,3.69011,0.00812,0.01000000,0.00000,"","L6GTPH-PW2WO-6HKD6Z,LKG2W2-6O74H-7S2X23"
"TQXFOO-MA5NO-MKS3MY","OLJKMN-2HI76-NCJ63L","XXBTZEUR","2016-03-06 16:36:57.1401","sell","limit",369.17100,4068.26442,4.88192,11.02000000,0.00000,"","LSD323-HS37I-HWB6BF,L5JKJS-CXC3V-BVRMLA"
"TU5NGI-2D54Q-2PSIZQ","OLJKMN-2HI76-NCJ63L","XXBTZEUR","2016-03-06 16:36:57.778","sell","limit",369.00300,36.90030,0.08118,0.10000000,0.00000,"","LBWQ7Y-JN2GU-EYFWWH,LWSBJ4-BR4G5-OGWFWD"
"TP4EXQ-MCXS5-PYMPWA","OLJKMN-2HI76-NCJ63L","XXBTZEUR","2016-03-06 16:36:58.0707","sell","limit",369.00000,815.49000,1.79408,2.21000000,0.00000,"","L7APZK-CWUGZ-HJVMGP,LVJEYL-T7ZHH-2POYZO"
"TCCBJW-7TAQL-N6OCDE","OLJKMN-2HI76-NCJ63L","XXBTZEUR","2016-03-06 16:36:58.8218","sell","limit",368.95800,3846.95632,8.46330,10.42654264,0.00000,"","LNR7EF-NTOJN-EVIJ2F,LFCEV2-YKI7W-ZL2INT"
"TB7LSY-EKZDN-QWISSW","O2547G-RAK33-N6C7TO","XXBTZEUR","2016-03-06 16:43:57.328","sell","limit",369.98800,406.98680,0.89537,1.10000000,0.00000,"","L5LMHI-AQLB7-FPIZUN,L5ZRZG-743PO-T74IJS"
"TKTSSB-SCFWB-EO5RKT","O2547G-RAK33-N6C7TO","XXBTZEUR","2016-03-06 16:43:57.6617","sell","limit",369.43000,3615.98084,7.95516,9.78800000,0.00000,"","LX33VS-6VXET-VRRQIU,LDMSUY-6GL3K-OLOF3P"
"T356AX-MWBZF-EKIFZX","O2547G-RAK33-N6C7TO","XXBTZEUR","2016-03-06 16:43:58.0828","sell","limit",369.41800,147.76720,0.32509,0.40000000,0.00000,"","LJBAEY-PS2HB-W7SRUN,LASPQY-Y23AY-XFTAC7"
"TNTFGW-6IOKX-JFV77G","O2547G-RAK33-N6C7TO","XXBTZEUR","2016-03-06 16:43:58.3804","sell","limit",369.38000,451.06022,0.99233,1.22112788,0.00000,"","LF6IWL-F6WUM-F5DTBS,LYHYRP-6ITLJ-B2VEQZ"
"T2ILB4-VAUUK-PEI6NZ","O2547G-RAK33-N6C7TO","XXBTZEUR","2016-03-06 16:43:58.7708","sell","limit",369.30700,300.12232,0.66027,0.81266351,0.00000,"","L6ASUI-J4KV6-IILCBR,L64VYQ-JCSBT-CEAE5I"
"TIJG7S-GRSPO-HRY2NJ","O2547G-RAK33-N6C7TO","XXBTZEUR","2016-03-06 16:44:02.2572","sell","limit",369.99900,501.60764,0.60193,1.35570000,0.00000,"","LOQA7G-2CDXW-2ZFRJR,LJQRAV-7PEPA-BD2WDE"
"TUOEPZ-CQ6YD-I7KPKW","O2547G-RAK33-N6C7TO","XXBTZEUR","2016-03-06 16:44:02.8841","sell","limit",369.15500,4467.88297,9.82934,12.10300000,0.00000,"","LIW7YJ-GG3F4-MLJO6Q,LVOANY-ONDLC-JFHPNG"
"TURCTS-EUQ7C-2IO4KZ","O2547G-RAK33-N6C7TO","XXBTZEUR","2016-03-06 16:44:03.3004","sell","limit",369.01111,10.95963,0.02411,0.02970000,0.00000,"","LULVJD-3YGPT-IGFXJY,LN7J5P-KFU2V-UDLODK"
"TJY4QQ-2VGWT-3FQCUU","O2547G-RAK33-N6C7TO","XXBTZEUR","2016-03-06 16:44:03.6261","sell","limit",369.00000,36.90000,0.08118,0.10000000,0.00000,"","LH5WDP-JSDBJ-4Z4AIU,L7NXWF-I35Q5-EHS7ON"
"TRCLV6-CYOCV-NY3QZ4","O2547G-RAK33-N6C7TO","XXBTZEUR","2016-03-06 16:44:04.013","sell","limit",368.97000,115.85658,0.25488,0.31400000,0.00000,"","LRG7QL-ETHVO-MZUWEA,LU5MYO-W4WMX-FS6TRY"
"TRTUV5-SPRBB-ZIFEI5","O2547G-RAK33-N6C7TO","XXBTZEUR","2016-03-06 16:44:04.3141","sell","limit",368.95800,282.05266,0.62052,0.76445736,0.00000,"","L7VQTG-X7T22-DKQWB3,LBNYXT-RNJFK-EZHUQ6"
"T55F4J-UWVHN-TMZ6KS","O2547G-RAK33-N6C7TO","XXBTZEUR","2016-03-06 16:44:05.978","sell","limit",369.39000,3624.45468,4.34935,9.81200000,0.00000,"","LVOW7V-T56UI-ZU5IDU,LKZL4F-OA3VY-HWWOFB"
"TZ3CFS-GFBUI-IQ7UOG","O2547G-RAK33-N6C7TO","XXBTZEUR","2016-03-06 16:44:06.7966","sell","limit",369.15600,573.92683,0.68871,1.55470000,0.00000,"","LRC4WA-OAEFN-BEVK7E,LWB5AG-P4N76-NKPW7F"
"T6EZY3-D3ZLZ-ZYQ5O5","O2547G-RAK33-N6C7TO","XXBTZEUR","2016-03-06 16:44:07.3933","sell","limit",368.91100,3.68911,0.00812,0.01000000,0.00000,"","LWNPRZ-PSD5L-MDUC74,LO2GTP-NLL76-O4CPVX"
"TKUPJX-YTMVO-S7YHBG","O2547G-RAK33-N6C7TO","XXBTZEUR","2016-03-06 16:44:07.7884","sell","limit",368.81100,3.68811,0.00811,0.01000000,0.00000,"","LULUUA-DXJUT-HZ46O6,LTXQKI-OKPPF-5PPQ7Z"
"TH7WI7-AU6PA-45GNRG","O2547G-RAK33-N6C7TO","XXBTZEUR","2016-03-06 16:44:08.1003","sell","limit",368.74900,3749.43983,8.24877,10.16800000,0.00000,"","LJIHS3-WLCP6-UNAJRZ,LPZS4W-K47XJ-O5ZZ52"
"T23DBF-EH5AI-HPXVQU","O2547G-RAK33-N6C7TO","XXBTZEUR","2016-03-06 16:44:08.5156","sell","limit",368.71100,3.68711,0.00811,0.01000000,0.00000,"","L6K3PB-FOSZF-BATAOF,LL3BBY-FE6Y2-7PHU4L"
"TKDZGY-YLWCQ-WD4LG2","O2547G-RAK33-N6C7TO","XXBTZEUR","2016-03-06 16:44:08.8262","sell","limit",368.64000,5215.02152,11.47305,14.14665125,0.00000,"","LOG5RV-HCF3K-AD3NY4,LYLX4O-4WFLY-D5PTVH"
"TJHZZG-B2OAV-YYKPVK","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:41.4331","sell","limit",9.67988,171.26273,0.37678,17.69265000,0.00000,"","LVNZOG-ITKBG-3ATXKM,LSAZJ7-ERJRV-RVCU7T"
"TUELGH-DYDVL-IYERTY","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:41.4779","sell","limit",9.62000,3607.50000,7.93650,375.00000000,0.00000,"","LJZHIN-UJPXJ-BH75ZJ,LPEJ32-RJARM-2QYZCW"
"TSXXYW-A2M2W-2WOO5E","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:41.5112","sell","limit",9.61054,1.83758,0.00404,0.19120458,0.00000,"","LDAVL2-RF4SY-U6GQOR,LMARSZ-LMFIK-B7EADR"
"TLNRUX-2OKDX-DSJXGU","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:41.5604","sell","limit",9.61028,27.42774,0.06034,2.85400000,0.00000,"","L7WAGI-LZWVH-6APNXS,LNVUDI-LBFYV-4GNE5D"
"THXRLX-J24YR-HB4P3Z","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:41.5982","sell","limit",9.61000,3.84400,0.00846,0.40000000,0.00000,"","LT4OO5-XLYJP-V4ZLP4,LMAORC-NCMJU-YHDHC6"
"THDC6H-S2ZFM-O3KOTT","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:42.0876","sell","limit",9.60001,134.69774,0.29634,14.03100000,0.00000,"","LI53NC-2NLXI-KP3JII,LHRQBW-ECHTJ-PGD7RI"
"TRRQ5P-K4REL-FSJMAD","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:42.13","sell","limit",9.60000,1192.80840,2.62418,124.25087500,0.00000,"","L6E4SU-L23FP-LXZIDX,LXOOTX-MFTJO-6ABJU6"
"TVJ5MG-OMUWN-NSCXCA","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:42.193","sell","limit",9.58078,479.03900,1.05389,50.00000000,0.00000,"","LWNPYP-2SHUU-4YT2Y3,LK5JRN-STCL5-47ON62"
"TFBKZJ-SDWBB-L6WAM4","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:42.2366","sell","limit",9.57500,957.50000,2.10650,100.00000000,0.00000,"","LX73E7-F73JC-APHQ45,LPJIQV-JSMD2-NLXDN6"
"TOBHI7-XW6TM-AT3KWH","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:42.2725","sell","limit",9.55700,47.78500,0.10513,5.00000000,0.00000,"","LXCHSG-VT4CL-Q3VAEI,LPCA64-JK7QJ-ONPEFM"
"TAVMD5-EJV23-QE35ZX","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:43.3605","sell","limit",9.49999,1551.91231,3.41421,163.35919083,0.00000,"","LQVD74-KUXBW-EYS5ZH,L652QQ-M5OL7-ZZJWM2"
"TE3KBL-LPW4V-PW2CQC","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:43.4068","sell","limit",9.47089,55.25317,0.12156,5.83400000,0.00000,"","LTHMDS-CVGKG-3HYJIZ,LNWYOG-UAWHS-ELDJOD"
"TTSZOU-HUG2H-EU6LOG","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:43.4429","sell","limit",9.45465,12.32799,0.02712,1.30390788,0.00000,"","L34UX4-RYLCM-QLCEIT,L4U74I-WGUAF-XI75YK"
"TPX33V-4SSLR-ZJ4TCD","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:43.4837","sell","limit",9.45052,1818.28005,4.00022,192.40000000,0.00000,"","LOMSJR-BTJTT-E74G4N,LMTHHQ-4DZUZ-MQEURV"
"TC23WS-6F75N-SX4FJN","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:43.5161","sell","limit",9.45050,1039.55500,2.28702,110.00000000,0.00000,"","LV533S-T6FPL-D4KAKS,LMDXFK-2EEV5-AU3XCC"
"TEDNCR-RWOVJ-66X5UB","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:44.8394","sell","limit",9.52522,450.97535,0.54117,47.34540000,0.00000,"","LONQ7K-NGNBC-FEWAH6,LVVLGW-DUIHB-DNN72T"
"TBVBE4-PPCMB-FHTQQ6","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:44.8832","sell","limit",9.45000,17010.00000,37.42200,1800.00000000,0.00000,"","L5HHWE-OASBU-JBBNTY,LJSSUT-3NQJR-E3TN3N"
"TGGQ7A-D5H4U-VE27PL","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:44.9289","sell","limit",9.41000,9761.93400,21.47625,1037.40000000,0.00000,"","LYJF7C-5YZLO-6U6LML,LSW6VD-C47FH-GQLVRP"
"THOMGX-5O6ZP-V3IGKA","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:44.9814","sell","limit",9.40010,83.95492,0.18470,8.93127893,0.00000,"","L2QNVV-UA7KH-RGJX3T,LJCS6P-SDRDM-62P6MQ"
"TXZFRU-LRUSF-3UDHUI","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:45.0187","sell","limit",9.40001,0.90038,0.00198,0.09578544,0.00000,"","LFPYSC-Q2XA2-FU3KYG,LYK5RH-WKJZL-WOCVHV"
"TOODDC-463YR-IJAOFV","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:45.0475","sell","limit",9.40000,1715.40600,3.77389,182.49000000,0.00000,"","LJGRAZ-UCTC7-2IGJ3H,L37KPD-J3OJR-GAPZD3"
"TRUBZ2-5XGHH-5G6DNE","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:50.0417","sell","limit",9.40000,236.35080,0.28362,25.14370160,0.00000,"","LA73TX-PXBFX-I3M3OB,LZ2ACC-G5NO6-4TXAIL"
"TQCCJR-TGY3M-CVVPJH","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:53.2428","sell","limit",9.40000,857.75000,1.02930,91.25000000,0.00000,"","LTWRJM-LG3WV-NGEWG7,LIUMI7-L4KSV-6UGYK7"
"TFURA2-OY3ZQ-EJIJCZ","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:55.6649","sell","limit",9.40000,4455.91646,5.34710,474.03366552,0.00000,"","LLN2WQ-ZOMGW-LHSGJN,LEEPB3-O4LNP-ELFRKW"
"TOSJOS-NNUWV-AY5PJM","O7ZQVD-HSIFD-SG3CWI","XETHZEUR","2016-03-07 07:46:56.0219","sell","limit",9.40000,1607.33740,1.92880,170.99334022,0.00000,"","L4EEGK-T53SH-JIZ2DS,L7QGQE-Q4HUT-VIPXG7"
"TFFZ4N-OM2ND-E7J633","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:39.2446","sell","limit",0.026201,0.262141,0.000577,10.00500250,0.000000,"","LMMKNK-TCYBF-HIPIO6,L27OZY-4AO4X-XDISFA"
"T3LROU-ZPBTV-YD7HVE","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:39.2951","sell","limit",0.026160,0.146178,0.000322,5.58784424,0.000000,"","LG5ZMR-4VFXF-O6AXTS,LFVIYJ-5FRHH-S74WMF"
"TVYS3I-FC7ZV-MKOT4M","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:39.3394","sell","limit",0.026122,8.087632,0.017793,309.61000000,0.000000,"","LCYL6F-AWM6L-65YD2J,L55SM6-DEYOJ-7GHGK4"
"TOBNGN-JPXYA-KG4KW3","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:39.3802","sell","limit",0.026110,0.318098,0.000700,12.18300000,0.000000,"","LNCTH4-YMUYV-Q2LC3H,LHGWQH-W4BPC-ZMUPSU"
"TQTGTC-4K7CT-UPOR43","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:39.4209","sell","limit",0.026109,0.010939,0.000024,0.41895609,0.000000,"","LLGZ4T-5UVMD-2X2HDP,LBZF7O-V3V7X-B7XSA7"
"T22LXD-JQSH7-4TAKD2","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:40.8071","sell","limit",0.026100,1.487700,0.003273,57.00000000,0.000000,"","LGRNZU-PLPVM-ARXSMX,LFIYRD-EDJCH-2GU4XM"
"TWGZE7-ITKCT-SIGTIC","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:40.8595","sell","limit",0.026010,0.780300,0.001717,30.00000000,0.000000,"","L46MJK-42DKI-E5BQ2S,LBTCKR-AVVGH-SRLQAB"
"TITRBM-XHPUJ-GPSWF6","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:40.9011","sell","limit",0.026006,8.266007,0.018185,317.85000000,0.000000,"","L23QRS-V3ISE-ZVPEYX,LNQAY3-FEZQM-LGQAKX"
"TOH5RH-AZRWL-2GPS4U","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:40.9379","sell","limit",0.026001,3.602675,0.007927,138.55908737,0.000000,"","L743XV-SKF6Q-4ZLXKZ,L442IW-HYYDC-46CK2N"
"TNTKFM-6WNTS-7ZXHVR","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:41.002","sell","limit",0.026000,0.260000,0.000572,10.00000000,0.000000,"","L2MSXM-5BO7B-T4SLUK,L6J3E4-SC3O2-RV5FGT"
"TM5YH6-PN6ID-JKNO5R","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:43.2077","sell","limit",0.026161,0.261741,0.000314,10.00500250,0.000000,"","L74SNV-2BMVX-ACEHN5,LRFFTJ-2ZTG4-CLOWBT"
"TCZKMC-SAWE7-7GFDZU","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:43.2646","sell","limit",0.025970,5.427730,0.011941,209.00000000,0.000000,"","L7PMWT-KBK3F-QE2HYM,LPAMF6-3QD2A-ZIFFSX"
"TRQVPG-B63OL-V27Y5F","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:43.328","sell","limit",0.025890,0.030673,0.000067,1.18474723,0.000000,"","LLHL4W-DYOMN-5ICAP2,L7GDBY-5LETE-RM5PAM"
"T7CE7X-5M54S-7Q24PB","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:43.3771","sell","limit",0.025882,0.019949,0.000044,0.77078212,0.000000,"","L4BOJV-4Q73B-DA7PKW,LPMZTT-TD3M3-G232LI"
"TAPVNX-L52PT-EZFKRK","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:43.4214","sell","limit",0.025829,0.001229,0.000003,0.04759677,0.000000,"","L2IPKZ-PFMF4-NL2IQM,LWKW6W-PUBZ7-6BJD6L"
"TXRHJE-2ALGS-RMVXYP","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:43.4618","sell","limit",0.025810,1.961560,0.004315,76.00000000,0.000000,"","L5VMVH-6UKF4-QGBVWL,LRMJBT-RZKUT-2VNTPE"
"TNFZBJ-462P3-Y6RFXO","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:44.7132","sell","limit",0.025891,3.827984,0.004594,147.85000000,0.000000,"","LBQYHS-XM2FI-A3G2GJ,LJTAMT-OC5K6-HI552I"
"TSZQKI-665R7-UIIPLC","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:44.769","sell","limit",0.025891,1.064472,0.001277,41.11359868,0.000000,"","LPFBIT-KGF7P-W7WF4J,LBJMQ2-HMD3C-654X4G"
"THXHBK-RPZRT-WBRZLE","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:44.8178","sell","limit",0.025770,0.350580,0.000771,13.60419000,0.000000,"","L2YGA5-BOXQB-2NNQQD,L5KQGH-BOQGG-2PLZMX"
"TPUWSK-D2YXY-P3GAOP","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:44.8594","sell","limit",0.025753,0.019949,0.000044,0.77464565,0.000000,"","LZW7DG-ZUDKC-ZPY4FK,LVJJWA-B3SET-FYLSX4"
"TA3TRJ-5A2VX-ZP2ME7","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:44.9015","sell","limit",0.025711,11.467877,0.025229,446.03000000,0.000000,"","L5GNKD-HY2IJ-MJ7EG3,LTFMDZ-TC4YJ-AVL7LY"
"T72AD4-HMGMX-L6RK44","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:44.9365","sell","limit",0.025710,35.994000,0.071988,1400.00000000,0.000000,"","LELQPH-3ICLP-5QIOQS,LZ3RED-LZCMN-Y26LPU"
"TBJBTS-ZTFZB-LLNI3P","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:45.4487","sell","limit",0.025700,28.141500,0.056283,1095.00000000,0.000000,"","L7Y5Q3-ATRYA-TC3UWP,LTRMAV-TJQRF-P7XIUX"
"TOL5OJ-FRTGH-BHSUZD","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:47.469","sell","limit",0.025811,7.246696,0.007247,280.76000000,0.000000,"","LKQEL3-6YOIQ-3PZ5GB,LQCF2N-5LQMN-SHHGSK"
"TVQV34-FJA2W-4PY4GS","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:47.5254","sell","limit",0.025646,0.038469,0.000077,1.50000000,0.000000,"","LENZCJ-XYBSH-FJHR6S,LV35AD-XG3ZP-4NUWTI"
"TYKW42-CEZNN-D6XMUU","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:47.5655","sell","limit",0.025629,0.004762,0.000010,0.18581701,0.000000,"","LTBW2X-RYROG-SLICUG,LP5VHC-OCMKF-XKJ4Z4"
"TFTRXR-PVTRH-R5SMZL","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:47.6042","sell","limit",0.025625,0.019950,0.000040,0.77852856,0.000000,"","LUKMSJ-KV4R2-B3NHPC,L2E227-AEZJX-JTXSBG"
"TSDIAJ-44P64-ROYQTK","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:47.6467","sell","limit",0.025520,0.000265,0.000001,0.01038261,0.000000,"","LSPS23-IK7V2-DWVPJ3,LYK2OD-U5IES-ALKMWN"
"T3FCGB-A5HXE-3DOMQ3","ORYSIP-TUV3E-O6UZBQ","XETHXXBT","2016-03-07 07:49:47.6853","sell","limit",0.025511,9.800582,0.019601,384.17081867,0.000000,"","LFNP6N-VVH7Z-FRNHHL,LOLZSB-CE24K-QIN7IS"
"T4Z5RB-MNSHC-QEV5PY","O4XJPE-TRJIO-LQHJ3F","XXBTZEUR","2016-03-07 07:51:17.1934","sell","limit",369.09700,738.19400,1.47639,2.00000000,0.00000,"","LIT3AO-J646V-VEPQ5K,LMZR3Y-MMEMU-ZOUQIU"
"TMHT3U-AVDQV-M7CDWX","O4XJPE-TRJIO-LQHJ3F","XXBTZEUR","2016-03-07 07:51:17.649","sell","limit",368.51100,3.68511,0.00737,0.01000000,0.00000,"","LBJLMH-UNBF2-7OBNGE,LOVIMA-FTEMV-MJZ2I7"
"T2SMPW-NJWVA-OSNLQT","O4XJPE-TRJIO-LQHJ3F","XXBTZEUR","2016-03-07 07:51:17.9698","sell","limit",368.41100,3.68411,0.00737,0.01000000,0.00000,"","LHV6KS-E36D6-GA6RZO,LYQ5HQ-NDKIM-2OMR2X"
"T6QUUX-RQTRB-CAI27M","O4XJPE-TRJIO-LQHJ3F","XXBTZEUR","2016-03-07 07:51:18.3866","sell","limit",368.40000,4170.28800,8.34058,11.32000000,0.00000,"","LCYPF4-L6O4T-2UAQBV,LMZBML-H2T6O-R5XAEC"
"T4L4T6-3TZEB-QZM3CR","O4XJPE-TRJIO-LQHJ3F","XXBTZEUR","2016-03-07 07:51:18.7217","sell","limit",368.39800,2392.28035,4.78456,6.49373870,0.00000,"","LGZMY6-7JXLO-YFHYJS,LLMNML-FACTT-B6SKD7"
"THUNU2-ACMRI-GN4ECP","O4XJPE-TRJIO-LQHJ3F","XXBTZEUR","2016-03-07 07:51:20.5554","sell","limit",368.31100,3.68311,0.00737,0.01000000,0.00000,"","LZDJCN-KBZFK-ONTL22,LFWUIO-K5CAD-I44P7G"
"TR6ESC-LIJDF-YZXV2Y","O4XJPE-TRJIO-LQHJ3F","XXBTZEUR","2016-03-07 07:51:21.0052","sell","limit",368.21100,3.68211,0.00736,0.01000000,0.00000,"","LAQB6D-ERUNK-HBG2CO,LWPPDF-EJ6TV-7IAB6A"
"TVQYSE-V3Q5X-4LIIQK","O4XJPE-TRJIO-LQHJ3F","XXBTZEUR","2016-03-07 07:51:21.3241","sell","limit",368.17000,3841.48578,7.68297,10.43400000,0.00000,"","LPS7K2-E3XMB-UREMQF,LVSYYG-BZGD5-7F3HC6"
