"txid","ordertxid","pair","time","type","ordertype","price","cost","fee","vol","margin","misc","ledgers"
"TBRBKJ-4AGNF-U2LO3T","O3FZBQ-3IVZN-MNY5QV","XETHXXBT","2016-05-04 00:37:52.9593","buy","stop market",0.020910,0.125460,0.000276,6.00000000,0.125460,"","LVQGSD-N3F6K-VD7EV3,L2ZMDB-IRHRZ-R3HO46,LSQ4CU-3AUZ6-X7Z5AF,LHER3R-F3SQY-OV7OV7,LWD7NR-C2EXM-XKIZ3W,L45IRX-NOWQE-H26GNG,LYDMTP-AU3LG-HZVUS2,LCYAEK-DPWIN-PQI3WY,L5BW6O-OEQR5-YSOGC7,LPX4A6-PM7VC-7KPHAN,LUYD3E-G7OWE-U5GKIE,LHG2BI-LNYDF-JOZWAX,LK7CX7-A47GO-KZ43AR,LGREJV-3Y33F-V57DS2,LM546X-2QNY4-HEAERP,LXLW4S-ZHMFW-25T6TO,L3PZXQ-65PH5-NLNKCH,LFZZKS-AJDJU-Y66F7F,LBDMEX-7623X-WVZYHB,LGRVGA-66PKM-V4MHFO,L5VL5U-MA6FJ-PJQF6D,LRXI5C-QCAGZ-DNIRPL,L335KH-T26C2-S5TQTD,LFJNSO-PQKP5-BK36DI,LILEHG-N3YTS-K6U6NF,LBIRL6-B4ZCD-XHDCLY,LAD6YG-4MFH6-QFLMAL,LATC2Y-2MD3I-6T3O7B,LNZRVE-GA5XY-ZOLNGJ,LWXPTA-WEZZY-5ZGR5T,LRNJEN-4FYGF-AUVTIN,L65FDM-WDAMZ-LCGKIR,LZNWSH-AVSS5-ZCABBP,LDVSTN-BAX7M-AIUOIF,LMJ6NM-RCCPT-LTPRFH,LVS6FS-PJDH7-LQLCGC,L7MGTP-P3LQR-UDJWSD,LY7TU3-EHLNM-2ONJGW,LAG3I4-MZACO-DJNRJT,L7QIFQ-2CPM4-OH7E7Q,LONSZP-33DFV-BVJLSZ,LTW4N2-HY3QZ-BAEA4O,L6V4WY-EZZIY-BEXYIG,LQUDLZ-DBVVF-GLMCQ2,LYPC4O-TCGDM-6EL5RF,LVIH5O-4VWD5-XBYFXD,LA2ZYB-VUTX4-DLJ6OZ,LXIEY4-6LQ2D-YGO6AL,LLANRT-BFLKC-Z3KXK6,LHIWOD-3OTQY-HMRNUE,LIMDH3-56HWB-PSWMXB,LJLQ3M-6HKPO-QQPD4K,L23Q5N-UP2OU-RDMRQU,LP2OGO-7QHU2-UU3HPR,LU3LRJ-YIJ4H-S7XHU6,LOVZI3-5RXCP-QOTOG5"
"TW263H-FIMZG-DFLKSJ","O3FZBQ-3IVZN-MNY5QV","XETHXXBT","2016-05-04 00:37:52.9936","buy","stop market",0.020920,0.162333,0.000357,7.75972201,0.162333,"","LNB2TK-SNNHD-AXDVO4,L4WHRK-7AHUM-YB56ZF,L7UIHT-TA45U-MY75I2,LCLXK5-7AOSU-7Z2KGX,LJLIZH-QFWVZ-NFBZV6,LZV2GJ-YG3RO-DG4LHV,LDRT6M-6ZQVZ-YDIUK3,L4AKX3-EDNY4-NCMEBP,LTW4LY-CF4KC-BFS535,LEGTZ3-3AGJV-3QEEQX,LQGWSV-BNXEA-5A4WJD,LLXVWN-PCHZT-G5OGTD,L2K37O-DUZYN-LSYWM2,LWUYO2-DIW4Q-EGVTSQ,LUXMWQ-76DOK-6D2LX3,LEUOG2-HPMGU-WTRECC,L25FEG-A57RP-BM3O5N,LLNSY2-WUWIG-BYZREL,LXBTLP-4WMXX-KIAP4I,L4VUBG-ZNGCB-L2LLOQ,LIHDAA-H35TV-KMJ6VA,L2Q5JO-4WUYH-4F2L77,LVIHGE-HSMDI-2COXJU,LHHRDY-UOYUB-4Z4LLK,LBYEEI-TRYGM-II3TNV,LVORUB-KDUXH-N65IHT,L26UBP-VJPAF-3NRQVL,LTIKFQ-AB2X6-6ASCPQ,LQKOS4-FIJQU-OBWTPW,LDEIIJ-KQ4EA-4C6HB3,LQNLM4-AGETZ-GDESB3,LGDJ7A-JNKST-NBU2MB,LY5WGF-O4RLQ-N5AJO2,LJBKA5-2MAOP-YFWJNP,LY7BGC-7RKYK-LLTASI,LSYDPD-ITLQ4-DSMZVJ,LTCOSW-RXQZU-R7PYZR,L3TUBM-SVOSQ-YUKPMU,LAJHGE-IEZ2N-XOX33F,LQ6TBR-WVNWF-KFRJNV,LSB7J4-TGIHA-QJNJWS,LDUJQH-OI4NS-CFU6QS,LHKZOZ-4CPM4-2AFAMW,L7K4JD-LXY6B-O2KU7Z,LATSNP-QXV3S-54JVK6,LS2ADB-BANGN-Y727TJ,LPBV5E-R4BSI-RSRPMT,L25SI7-7D7GU-6KOIRR,LQ2SMD-TWJUD-25OADA,LHQB2N-SLMMN-PPFMYH,LWRQUC-LTU4J-DPJV2L,LDKBD7-C5AF2-67QR7I,L3HVPL-ETM2H-JKLQDX,LRWMI5-2WX6N-FJCR6G,LWZSF2-SVVUX-GUSSUD,LKSPDJ-MUETF-6TXA7I"
"TSRFLV-XKE7Q-OJYIKX","O3FZBQ-3IVZN-MNY5QV","XETHXXBT","2016-05-04 00:37:53.3345","buy","stop market",0.020980,0.102897,0.000226,4.90451823,0.102897,"","LCLJI4-I2HQZ-X7OGIR,L5LB7A-RBJL6-MSJ2H7,L5WRWU-PK3V2-KAFZCM,LA2VAU-WQJYU-X434VQ,LTQB4A-OYZHD-RUMH63,LFFMBY-7AY6F-ZSMVD4,L6JA5T-PAN63-EGOBHQ,LIJ53T-VM6YG-6L3Z6Y,LP5LTQ-TPCVJ-CGTY4F,LETJ7Z-TUBI3-TVYBTZ,LWUNV5-535GR-MDRTIF,LTP5R4-2ITTZ-FE6XAU,LKQCAT-JBXKN-LWDYOZ,LOLC3B-D6UDN-4C6MPW,LZ522E-COFYS-7SBLG7,LGXBNO-IXHRC-FU6OZ5,LDSTIS-PWI3F-TNXL4S,L2Q6K2-VBK6F-LMCCZH,L5H3VD-PPU5X-TFZTJ3,L5V5T4-CHR3N-KJ6ACV,LGTNZB-26Q44-JPP7QL,LACH67-AQ2SI-JVXK74,L5EOAC-7R6PP-QA4YJ3,LJQGN6-JOWFP-O5BN2F,LLHA4H-P7TOR-3HGXMP,LNQVEX-WOG5M-3UJWB6,LGYXY7-VVUSE-5LYN3Q,LZSVFO-OGTZP-GRYLOT,LYY7DC-M4RI2-ZV2BFF,L2ADWX-XZAZY-4LMQP4,L7CS76-UEEBK-PCSWG3,LAEAN2-WANHL-4XCCQO,LZAE64-GZZ5D-5GLILA,LSJ2PJ-C52GV-HL7OHX,LIPEWQ-SCF22-YZAN4M,L4TUB7-MDHOL-PPGKHY,LQ7J43-W7QMK-BRQ7UH,LVP6LT-JYXGR-X5ZAIV,LUVUJB-TJMDO-WEV3EN,LUKJLN-W3U33-BPLUEM,LFRKMB-PWXZV-AZ2ORZ,LKLKQZ-4VPL3-L24TJA,LVJZLS-PTKPG-QW6RJJ,LSSA2W-PJ3PC-O532SD,LQ2SIF-GC7W2-TVS2WV,LVYTYB-N4YRM-GXW7YX,LIPLFE-F6QDF-R2DJ6G,LBLALC-U2HRB-ZDCYE7,LKEXXV-QNJT2-GY32PZ,LUTXKO-2IB5X-WM3BGR,LYZCMH-BOIUB-M2RFXZ,LDUM3L-XTM24-G3FJZ6,L4MNEC-7IONO-7EGMBQ,LBGWMP-26GYH-XEV5JN,LY64NZ-NRF74-WWAGZ7,LUTIIB-MRJML-DUHKKE"
"TSCBK4-WPVSS-VVTSUO","O3FZBQ-3IVZN-MNY5QV","XETHXXBT","2016-05-04 00:37:53.372","buy","stop market",0.021010,4.502852,0.009906,214.31947041,4.502852,"","LL53XZ-TSQFR-ZEQKDE,LQ6KES-D77WD-6TKXTD,L4CVZB-X4NI5-77V7ZA,LXICXX-XXLRK-NBSMM5,L7NMTB-EK6PV-S7HYUJ,LF3PIC-OCB26-VCRPGV,LFRV54-RGUSY-XHLSC7,LBSH7Y-RYK6F-CT6GQ6,LV6FAV-QEHCQ-7P4QFK,LR7JA7-P7I6Y-4ZXELF,LIW233-F5IAT-UJJ7GN,LZIUQ2-IKFYK-6UPDQO,LG3YUN-SQNCD-36YIUN,LFTAHS-BV4LG-HM5HS7,LYCH6X-OKQ3M-4YWRZ7,LIQOS5-CPS2G-J5HPIH,LH4XNC-HFDRP-ZAFC3T,LL34LQ-R53I6-RJOR4E,LSKQZG-APY52-K6ZFDG,LXGT6M-JMZQP-NE3KPI,LWYXZG-NDOH6-YTVFGJ,LVFSJL-MQYD2-BJZH65,LHQJAX-H7WKC-4FQXAD,LVHEE6-6ANR3-YKHBKE,LR6QCW-FMUFD-YDH3G4,LCB7UW-GKQJZ-VYAMEP,L6XC6E-HIBCO-OOS5VJ,LSICEY-AFDND-JRNFT2,LAKDA6-2HI7T-Y7WS4J,LE64CC-3ZNBK-FGFH5L,LUW7K6-S7OQ2-FFWKJD,L7GZN6-3EMFZ-7R2TWY,LU7W5X-X5HOL-TCX2T2,LSIES7-F72PE-M6A3J4,LSSMIB-7Z6CL-AI2YM2,LN6NE6-HVJ3S-IKC667,LZ244Q-QPDIM-SK2M6Q,LBV5AK-4KJ3F-PL243F,LYUMN7-NSRIC-OOU3BU,LGZ66N-DZV2A-6QJR2L,LYNESP-I46C2-IMCTXU,LSBN2E-XJ6CA-TBNYHF,LEZTBE-A7BJ4-I6J7BY,L5A7LX-IIRCM-67I3G7,LMD2ZL-JVOVQ-ZYOFNF,LQ3QYE-HPGJB-WQNVEI,L7DYOX-BGOCW-USJZW7,LHH4O3-CBVAL-UIG6LQ,L6BTNG-2MIZX-VXDJQD,LEMWHA-SQDTW-JG376Z,L5VNF2-AM6RV-OBPEDA,LLQZKW-HLUS6-CGTWCP,LGS5IO-WN7OR-QSPPDY,LXLQW6-IBJZO-K5JMWP,LYKLJG-CBJME-ZD7YJD,LKIRMV-LBO4G-WRQMGA"
"TJ6O47-6H6PE-VFKWLP","OCFPE7-NXXFU-FCTPQS","XETHXXBT","2016-05-04 00:37:53.4064","buy","stop market",0.021010,0.630300,0.001387,30.00000000,0.630300,"","LFJNLS-BSKKI-CCCBUS,LHBZ6F-R3ACR-XRTRD3,LNON4B-DCN32-UWHTWA,LPTP2G-CHNHJ-HQESJO,LCFNIU-57KLT-LNQE23,LKOJWT-FS5NA-55CYVT,LAD6SQ-Z3GJW-2FUPTX,LHEEZL-W5UDJ-ILBVVM,LI4LUQ-ZDHMZ-CHJV2P,LK5T3N-X4NFO-FTDNDD,LGZ2CQ-WWWL7-BWCF7Y,L6ZPCQ-TC5SV-VHSGQG,LMB6JS-KYTNG-WXWMFY,L26JCR-3VOWB-K6WTHS,LCUNQV-3ZZYC-J2RFSH,LBE35E-4ZOHT-MA4ORM,LHC25Y-WK5CH-CWTUE3,LBOW6H-DRZEE-SIDD33,LXUX66-RXKXK-RT5MZX,LV4TL5-JVAQM-7TQKIF,LITFYP-6TGJN-UZ74CF,LXY7DH-WSOIQ-5XTGGN,L2GSOH-UQP7T-H72KBV,LST2QA-DRVS7-K63RLR,LQZVBC-VRQW5-6ORU4K,LKJATV-VUI3T-IRLSOU,LEV4LS-WQCGU-MYPC6B,LFZDQD-A6ZMK-SOVZPD,LZ4K6G-3G6H3-B2U4OC,LTQ6PR-5KM2P-UJIY4L,LHCYE4-LGTYC-D3A624,LC544E-NFPNZ-5SHAS5,LVENXX-D4YK2-JSGFN5,L7BOLJ-6VK5B-HWHIHP,LBQCE5-Y34YC-KDN2PD,LX57T3-NRPP5-NIKREV,LKMBX6-H247R-L2VEBV,LYV4IN-ZMKVY-EI5GAW,LLF3ED-VMNRY-HOQ5FQ,LRZX74-U2HZR-7IU2MU,LGCRTO-ZSZF5-2CGKGB,LFZVC6-T3R5X-FGKCYY,LX6DPB-5RV6A-AUGN3T,L6KGOJ-L5PJC-JQIKYH,LS7ZL5-5PGLC-IGQKGY,LAREKK-BAS4E-SOSOMA,LLEFWZ-U3MAZ-CIUILW,LIZQQZ-M43AK-ZNTL6G,LF62HP-T24Q4-BU6UGD,LLVZEJ-PA66W-OJNNLF,LJED4W-LW5MA-VIMS77,LJOZFY-ZXKUQ-6MMSRE,L7GSQQ-SBPLW-WDCCVD,LMBQTX-CEVRH-GFE3IZ,LF4XEO-H7WEH-PKQ5KJ,LT7LHP-WNHZK-IA732T"
"TNL73X-UECT7-SGZGAJ","ODZ2OB-GNT4A-KP4ISX","XETHXXBT","2016-05-04 00:37:53.441","buy","stop market",0.021010,0.031515,0.000069,1.50000000,0.031515,"","LXQ34P-BUWO4-ATCUSW,L5AXOE-6RZ6V-KLIJQO,LM3MDV-L7VYV-BPQ3VR,LDXZRS-KGX6G-4FLSV5,LHTJJ3-FK474-IIBQWT,LN3FIU-DHSOW-GVDV5O,LAHTY3-3OH2J-GQORO6,LVOMPH-2GWKY-VI23UK,LAUDL5-2THQ2-J2CNE7,L4B55L-UZN7Z-MPS34V,L3LI6X-QKUUA-AOXNW5,LHSNOF-PI3TN-MJ56M2,LSNH6U-O6DZA-CCUWDY,LVQK44-7CYQK-HTJVDD,LYU6XL-OQN6E-F4L5MH,LXXPC2-AFRVI-5RUQSD,LLXLIC-HIBJO-XLIPOV,LGSMMM-D5GNR-VZDQMS,LKF3J4-3D3SI-JJYAES,LTWXKU-BP3Y4-PCYHSR,LDFIYE-63SZM-M7AX6S,L5UOIM-DCOSQ-IQNM4V,LXCPN6-WRWW2-G7N5AM,LD5K3Y-6EJ57-C3GYX5,LXSZCY-2CL7M-6HLFEK,LT7FW3-N3IPA-OFQCWZ,LTOIRZ-FR5VM-G3NS66,L5UVRX-H4YMF-XE6YRE,L6XUDM-YJFKM-7MV2LG,L435ML-RBWAT-O2FHKC,LCHRB4-S5HTG-2TGMSM,LCLXC2-CEJGZ-CS6GFL,LZGCDB-6VQED-A27MPQ,LFGGJC-MPKVD-W65RQS,LJ4OAN-7TV24-AWRYLH,LLBZRA-4VSRH-SY7ND4,LWGOFM-M5ZSC-EP4SCM,LKEQCV-4CMZW-22YXUA,LPVEHQ-N7ZFL-C43NKR,LBKNDI-OLGZJ-EW3DXY,LGUJGO-DUM7S-DS3EVM,LKYU2G-CATKB-LMFTRO,LYHH7Y-MYMBD-5SIPGT,LE2LUT-ZA3M6-XMEVOA,LTZ54E-M4L3H-ALOZQ7,LRMMLV-EFNF3-AZ4APU,LFGTWE-WGDNH-Y6IXKU,L35BAT-F5CFC-HSLIUH,L4YCIY-VSFZQ-PVGYWQ,LLDDW2-NOL7Q-6RXKKA,LEWZLQ-F24KR-JXG4E7,LC5NPO-NDDAO-WX7IJZ,L2WK27-KJ5I2-M4XF3A,LUY5XA-SP62R-PBUUOF,L4TWL4-JEVU5-H5QYW3,LUVNDV-KZ5XS-G5N4AH"
"TMW7U2-U3RC7-CGHVCF","OWFKYP-NFORD-2DY3PN","XETHXXBT","2016-05-04 00:37:53.4756","buy","stop market",0.021010,1.275496,0.002806,60.70901283,1.275496,"","LZIAGG-THDK6-JZF7IO,LXULWL-AXNRI-2W4JQ3,LNBQAO-WSPEU-3LNU6L,LMXFPI-5KUGT-YAGIO4,LKZNCK-UVUMT-F4WVCE,L6IYU2-LITVG-PX46QL,L3DAZQ-CLYKN-LIJXGV,L5TB66-ZAPSF-UGAHCU,LVC6ZG-XOYFZ-F4BUN3,LU4QZP-DQPCK-HJKLD3,LX7W73-YZ3GR-LTSBOL,L2GDUF-AKDSH-PSRN47,LABFCL-KBB6Z-6GRGWH,LVDLL5-5FEQN-VVC7Y7,LEKZT4-4N3FO-MOKC6X,LA7REH-LUGV6-UHH4PA,LSDIEO-5EPPP-7MIK2H,LXJAHE-DBJHL-O5HEY2,LRQFEM-X4Z7E-THUMZH,LWTAMD-CZG2W-FGUVYE,LQPGE6-EC5U5-IFCYPM,LL2VJ2-3ATSU-LEURHC,LQMN2Z-K4ZYD-4NRQTW,LIQSBP-ARVOT-PNVH3L,LJJP5D-RNCB4-B2K2PU,LJDOQP-XRADU-SAGAEP,LIA4LZ-ZHXWE-QHNRGB,L2WNTR-ZXQFK-N3FHPA,LBXK5Z-PJUI3-5OPT4U,LOHEJS-2NGSO-AAA4KD,LKMGXO-GQK6O-AGHYBB,LG4TDH-O4GQT-VPCHC5,LGXVOZ-ONGHO-L73PRD,LJ36F5-HXRJU-DGOQQP,LCP6M3-W4Y6G-BZKZ3Z,LPXUBM-NL46B-U2CZPU,LU36H3-NJUPS-LIKVWU,LLECBE-KYD73-RBBDE6,LYW4NQ-77O4G-LQD6MS,LR4UDV-PPGWX-53F2WW,LMCJDR-BY3VN-FRBKMP,LOWYBO-TBZGY-3FNBON,L6ZRFY-VUIWS-63QPM3,LSETVN-L3FUB-XXLFQN,LSCRW6-3MTJD-EG2OJ4,LR6QC6-NJ6SF-SI6JVN,LLPWW5-7GH2S-XMXHPJ,LI4BGP-OHRNU-YICEVO,LYQTUR-AYJHA-DUHUFD,LZQORA-M2YW5-R5B7E4,LLF4KS-HSQCD-OLHITE,LKLRQQ-OQ4BL-76WCWB,LBLUZZ-DJMWH-7KK7HD,LCPZTY-ZPJ5I-ZWLW2K,LVOQGZ-QBKRA-VHF6EO,LBRMQD-KIGBC-IDEEAX"
"TBWA57-WA66H-4XKYAU","O3BFY7-P6MFI-NW5JHB","XETHXXBT","2016-05-04 10:51:24.4081","sell","limit",0.021771,0.045066,0.000090,2.07000000,0.030044,"closing","LI7PGG-HJORD-K243AE"
"T72PXP-MOTOE-HHXBQ3","O3BFY7-P6MFI-NW5JHB","XETHXXBT","2016-05-04 10:51:24.4707","sell","limit",0.021770,4.962036,0.009924,227.93000000,3.308024,"closing","LLFRIL-LAFCC-4DXNAG"
"TGFVTA-5XBDE-KKLRS2","OYDPS3-4TSX4-3W634C","XETHXXBT","2016-05-04 10:54:32.9176","sell","limit",0.021770,9.545272,0.019091,438.45988023,6.363515,"closing","L56T42-VVS55-M5FC6X"
"T4YZJJ-W44WP-54VFGO","OYDPS3-4TSX4-3W634C","XETHXXBT","2016-05-04 10:54:32.9741","sell","limit",0.021721,0.187887,0.000376,8.65000000,0.125258,"closing","LYTFOQ-NAVB6-LYPYDP"
"TZDWRY-FJICB-VNMRSR","OYDPS3-4TSX4-3W634C","XETHXXBT","2016-05-04 10:54:33.0206","sell","limit",0.021720,0.106213,0.000212,4.89011977,0.070809,"closing","LWMUGA-XPSRI-6NCJZQ"
"TQU5AO-BJENP-LQ5BGY","OMAOYX-2SDOX-WE2THN","XETHXXBT","2016-05-04 11:27:20.2833","sell","limit",0.021790,0.298521,0.000299,13.69992103,0.199014,"closing","LZFNNT-JXGKQ-SSZY35"
"TULWTV-JYJXJ-B4MYJS","OMAOYX-2SDOX-WE2THN","XETHXXBT","2016-05-04 12:42:13.7277","sell","limit",0.021790,3.872083,0.003872,177.70000000,2.581389,"closing","LBQDFW-4LVKP-OJOWWX"
"TU6WZE-JUTD2-ITSWPG","OMAOYX-2SDOX-WE2THN","XETHXXBT","2016-05-04 12:42:15.4445","sell","limit",0.021790,0.537993,0.000538,24.68991856,0.358662,"closing","L5TO7B-52TYU-IN3JDM"
"TMULI6-VEJD3-UPSZOO","OMAOYX-2SDOX-WE2THN","XETHXXBT","2016-05-04 12:42:17.2914","sell","limit",0.021790,0.077526,0.000078,3.55787779,0.051684,"closing","LDLEVO-CVA6H-764O4L"
"T7DKYU-7JXQO-KI6NZW","OMAOYX-2SDOX-WE2THN","XETHXXBT","2016-05-04 12:42:22.7392","sell","limit",0.021790,2.143096,0.002143,98.35228262,1.428731,"closing","LJHHYB-HI4EA-THTT7Y"
"THCHRN-ECR2G-QLTXBH","OTPUDO-CYAKJ-IPK6O7","XXBTZEUR","2016-05-06 04:15:59.4711","buy","limit",392.49900,84.15179,0.16830,0.21440000,0.00000,"","LH5YNP-3ASCN-PQTWIG,LGUFZV-3LIMU-VTE3SA"
"T345TP-ZJVOB-FPFC6W","OTPUDO-CYAKJ-IPK6O7","XXBTZEUR","2016-05-06 04:15:59.5533","buy","limit",392.68000,3489.19741,6.97839,8.88560000,0.00000,"","LCVTO4-4KHHT-IOS2LY,LRYS5C-G3QC2-ALIV3D"
"TRUPMM-CAMMW-7EGX27","OLBPJ2-KYK65-5RIT55","XXBTZEUR","2016-05-06 04:22:42.4508","buy","limit",392.84000,1374.94000,2.74988,3.50000000,0.00000,"","LY2OW6-DUP3Y-LZWDME,LFMOHW-YDXWB-L5KQPL"
"TRHRPZ-XMARU-XCZKX4","OU43RJ-6JUDV-TN4YU2","XETHXXBT","2016-05-06 04:26:58.599","buy","limit",0.022149,3.022404,0.006045,136.45783017,0.000000,"","LPT24M-4AJPV-744HWK,L5IAGV-WO6GW-MPDCLM"
"T6HJV2-MLDFI-YV7SIC","OU43RJ-6JUDV-TN4YU2","XETHXXBT","2016-05-06 04:26:58.6621","buy","limit",0.022149,5.985567,0.011971,270.22877689,0.000000,"","LBNOKQ-HJKDN-L35P3R,LBFW6S-YDQI3-XNN553"
"TXLQLE-4SBPD-4DUNMA","OU43RJ-6JUDV-TN4YU2","XETHXXBT","2016-05-06 04:26:58.7207","buy","limit",0.022152,3.654176,0.007308,164.95917536,0.000000,"","LJAN2Z-TBBD5-CKENEW,LZ3UAN-YN4RU-4OHZUV"
"TJEFIK-OAH6B-B4GK6W","OU43RJ-6JUDV-TN4YU2","XETHXXBT","2016-05-06 04:27:16.388","buy","limit",0.022152,0.000222,0.000001,0.01000000,0.000000,"","LHCNMS-DE56K-V5SH7Y,LWNLPN-URNGH-COILOI"
"TZDX7E-T3AOJ-ZPPRHT","OU43RJ-6JUDV-TN4YU2","XETHXXBT","2016-05-06 04:27:25.8146","buy","limit",0.022152,0.000222,0.000001,0.01000000,0.000000,"","LAQVLM-SBHLR-5GAFRM,LOAFHQ-RJDS2-TVJL3Z"
"TVE655-Q5F2A-UYSFC6","OU43RJ-6JUDV-TN4YU2","XETHXXBT","2016-05-06 04:27:33.0159","buy","limit",0.022152,0.000222,0.000001,0.01000000,0.000000,"","L2QWUX-E3GJX-5FZ76B,LYTQDD-PV325-LUACT3"
"TL2K4L-CHVP4-ACTHQG","OU43RJ-6JUDV-TN4YU2","XETHXXBT","2016-05-06 04:27:41.0206","buy","limit",0.022152,0.000222,0.000001,0.01000000,0.000000,"","L2AXOC-W55SO-ELJJO6,LLHUSK-SASCO-WJIWBM"
"TFHTWC-OZWKC-BD24YD","O26BPP-KWM6N-DGOHYW","XXBTZEUR","2016-05-06 04:33:09.5068","buy","limit",392.60000,157.74668,0.15775,0.40180000,0.00000,"","LZIKBY-UFBAF-Q557T6,LX35YW-SVFOM-A4RQ43"
"TJET4M-BFTCP-C4LGCK","O2SNUH-VQXOS-HM26VT","XETHZEUR","2016-05-06 04:42:15.8514","buy","limit",8.70050,3697.71250,7.39543,425.00000000,0.00000,"","LPWY6Y-GY5FU-4H3TEI,LASE53-PTHWX-L3YQ7Z"
"TV2HBK-FG5M4-QEPF6N","OU43RJ-6JUDV-TN4YU2","XETHXXBT","2016-05-06 04:42:19.9285","buy","limit",0.022152,0.047831,0.000048,2.15922000,0.000000,"","LT5N73-M5FUG-F7256T,LMOYVO-TXXGM-357UNV"
"TIVTDK-DNV6A-BUH2CO","OU43RJ-6JUDV-TN4YU2","XETHXXBT","2016-05-06 04:42:33.6715","buy","limit",0.022152,0.024824,0.000025,1.12063000,0.000000,"","L42ZBQ-IQL6H-Z7EPDX,LNVVTS-AFQVB-BYZMJS"
"TBCCLC-KJSNH-ER5EWZ","OU43RJ-6JUDV-TN4YU2","XETHXXBT","2016-05-06 04:44:58.9457","buy","limit",0.022152,0.776081,0.000776,35.03436758,0.000000,"","L5RK6H-JV2F4-DEHABN,LVEJRE-PL2NI-4TTB7R"
"TVYUI5-AJ7HB-QK56ZU","ODAVCT-5NABR-LSI3RS","XXBTZEUR","2016-05-08 23:37:47.2989","buy","limit",402.70000,18460.35377,36.92071,45.84145461,0.00000,"","LKX2HU-E5H4Q-UBNBKL,LRVZAU-UVAUW-5MEXDK"
"TXDV22-5RGJ6-33TQ4F","OYEMTC-JFQCZ-2XQO7C","XXBTZEUR","2016-05-08 23:48:56.9683","buy","limit",404.11300,370.33845,0.74068,0.91642300,0.00000,"","L36J5X-RSI3O-OW2PUQ,LGOU45-QPYLG-ND3U3G"
"T5DOZF-5UDTV-L4G5RH","OYEMTC-JFQCZ-2XQO7C","XXBTZEUR","2016-05-08 23:48:57.0501","buy","limit",404.11400,331.00158,0.66200,0.81907972,0.00000,"","LHJERM-HBRQC-XZ7VGW,LMTH7Z-Q6YY4-URKK4Z"
"TMLWLN-RISFY-EGQWNT","OYEMTC-JFQCZ-2XQO7C","XXBTZEUR","2016-05-08 23:49:22.5318","buy","limit",404.18000,354.46586,0.35447,0.87700000,0.00000,"","LBC52H-ZHJ43-6INMTT,LPTTS7-PXOM2-CZWGVA"
"T57N4B-5CB3C-3SLRMR","OYEMTC-JFQCZ-2XQO7C","XXBTZEUR","2016-05-08 23:49:23.4332","buy","limit",404.18000,201.68582,0.20169,0.49900000,0.00000,"","LAL6MX-PUDWP-2AJUGE,LOY3AK-EWMRR-IDMVTO"
"T2JPYX-7RSPS-BE34ZC","OYEMTC-JFQCZ-2XQO7C","XXBTZEUR","2016-05-08 23:49:26.338","buy","limit",404.18000,422.77228,0.42277,1.04600000,0.00000,"","LGVOY4-AD5OF-BCAPKO,L3QSF4-JUUCI-XJOXSK"
"TXIC7B-YSXJ2-IGLZXA","OYEMTC-JFQCZ-2XQO7C","XXBTZEUR","2016-05-08 23:49:42.6549","buy","limit",404.18000,327.38580,0.32739,0.81000000,0.00000,"","LBETNZ-W5OQH-RU2C5J,LHB7EF-QM4D6-T4R4VQ"
"TIZ5VP-RIJVI-BUTJNY","OVS36V-2NSYC-JD5DID","XXBTZEUR","2016-05-08 23:50:32.2116","buy","limit",404.51900,404.17718,0.80835,0.99915500,0.00000,"","LVGA2X-QT5RO-IOA5KV,LPCWZV-25EGU-B4MDXQ"
"TMP5YZ-XJWVU-GW4GVB","OVS36V-2NSYC-JD5DID","XXBTZEUR","2016-05-08 23:50:32.3051","buy","limit",404.52000,4647.12576,9.29425,11.48800000,0.00000,"","LSPIPR-EZ6J6-QBFTBF,LWFJGE-GQ7YR-Q4QWFG"
"TPJU2U-TJPOP-VKU7VM","OVS36V-2NSYC-JD5DID","XXBTZEUR","2016-05-08 23:50:32.9389","buy","limit",404.52000,527.81770,0.52782,1.30480000,0.00000,"","LD5RR5-VBDSV-AXPKWR,LVHYEY-EWZ2S-ITRDL7"
"TK6LDN-CH5GI-62IFFC","OVS36V-2NSYC-JD5DID","XXBTZEUR","2016-05-08 23:51:35.9054","buy","limit",404.52000,4533.87836,4.53388,11.20804500,0.00000,"","LRYU27-SCG4G-MYNU7J,LAI3VS-MBJPE-B22EOE"
"TZJ53D-NCIE3-Y6BBU4","OYEMTC-JFQCZ-2XQO7C","XXBTZEUR","2016-05-08 23:57:19.7315","buy","limit",404.18000,2034.03475,2.03403,5.03249728,0.00000,"","LO6YSL-PM2O5-S66DUU,LPRM3I-T4ODT-P4J6RX"
"T4YWPW-COIZV-ETLVHT","OII56Y-J73RY-54YYTR","XXBTZEUR","2016-05-09 00:05:49.5548","buy","limit",402.76700,20.13835,0.04028,0.05000000,0.00000,"","LAJEQN-MAMCU-T63SRM,L54TH5-QK3P5-ORG7EF"
"TXEEJO-5BEJE-TOGB5D","OII56Y-J73RY-54YYTR","XXBTZEUR","2016-05-09 00:06:36.582","buy","limit",403.00000,906.75000,0.90675,2.25000000,0.00000,"","LW424G-J6QOW-A3AWXL,LLACQP-AOMQB-GQ2GJL"
