"txid","refid","time","type","aclass","asset","amount","fee","balance"
"LJLOKO-YXMLA-KKSGKG","TY4GFW-IQWPY-2QNSV4","2016-05-03 13:51:38","trade","currency","XETH",2.9763387200,0.0000000000,1600.3077396903
"LTHN66-T4QH2-DN2HTT","TY4GFW-IQWPY-2QNSV4","2016-05-03 13:51:38","trade","currency","ZEUR",-24.2478,0.0243,30274.1543
"LZDBWA-DJSBW-LVLMFY","A2B2OCC-V26MDU-PVJVC4","2016-05-03 14:45:35","withdrawal","currency","XETH",-1600.3027300000,0.0050000000,0.0000096903
"LTMBN6-RQAQP-TQIWZV","TU3FU6-ZPPXX-3XLAZ6","2016-05-03 14:55:09","margin","currency","XXBT",0.0000000000,0.0105364200,0.0000000000
"LIVD3U-GDB2Z-5566GY","TU3FU6-ZPPXX-3XLAZ6","2016-05-03 14:55:09","margin","currency","XETH",0.0000000000,0.0000096903,0.0000000000
"LDBQS7-2B6ZT-GNFF52","TU3FU6-ZPPXX-3XLAZ6","2016-05-03 14:55:09","margin","currency","ZEUR",0.0000,15.2091,30258.9452
"LOYUTD-OJJJA-IBXDD5","T34DVS-PY7XV-MTMMD2","2016-05-03 16:37:39","rollover","currency","ZEUR",0.0000,0.0004,30258.9448
"L2UBCY-YZDF4-YUIBVE","TB7MHZ-VGS6M-DXCG4L","2016-05-03 16:37:39","rollover","currency","ZEUR",0.0000,0.0650,30258.8798
"LXEMB7-C4DQL-ZZT5BC","TNZEHZ-2NR2T-GAKVHB","2016-05-03 16:37:39","rollover","currency","ZEUR",0.0000,0.1544,30258.7254
"LJPIDB-3RNC2-KF5SSR","TLAXB7-QKG5A-L4DSKN","2016-05-03 16:37:39","rollover","currency","ZEUR",0.0000,0.0432,30258.6822
"LWK5BP-HD7CQ-VHC4QR","T2KBZP-ZEJLX-I3CT32","2016-05-03 16:37:39","rollover","currency","ZEUR",0.0000,0.0525,30258.6297
"LLS7PY-DRYZF-BGN2CR","T5ORDM-F3KU7-YUCXGE","2016-05-03 16:37:39","rollover","currency","ZEUR",0.0000,0.0381,30258.5916
"LFN7JQ-NLSDR-ZZTSTX","TAC5SW-ODGCR-P46COW","2016-05-03 17:02:46","rollover","currency","ZEUR",0.0000,0.0023,30258.5893
"L7J3Z3-M3VZG-4ATMVH","T2RHZ5-5WLMU-7YEI65","2016-05-03 17:02:46","rollover","currency","ZEUR",0.0000,0.0817,30258.5076
"L5S6DO-OKVEB-CIKBM2","TF2YHH-7H7YM-SCZHT6","2016-05-03 17:02:46","rollover","currency","ZEUR",0.0000,0.0023,30258.5053
"LSHQHS-5HCEN-V6GWGP","T4WOMM-J42BS-RR5OA4","2016-05-03 17:02:46","rollover","currency","ZEUR",0.0000,0.1296,30258.3757
"L4AQDM-BZ4UX-6SDHJ5","TU3FU6-ZPPXX-3XLAZ6","2016-05-03 18:55:43","rollover","currency","ZEUR",0.0000,1.6189,30256.7568
"LMKSB2-DFPDI-LLGSUC","T34DVS-PY7XV-MTMMD2","2016-05-03 20:38:38","rollover","currency","ZEUR",0.0000,0.0004,30256.7564
"LRFHWW-SDQKV-K7XHEL","TB7MHZ-VGS6M-DXCG4L","2016-05-03 20:38:38","rollover","currency","ZEUR",0.0000,0.0657,30256.6907
"L44Y3O-4XIQT-27K5EF","TNZEHZ-2NR2T-GAKVHB","2016-05-03 20:38:38","rollover","currency","ZEUR",0.0000,0.1562,30256.5345
"L27MD3-TAD73-LA336M","TLAXB7-QKG5A-L4DSKN","2016-05-03 20:38:38","rollover","currency","ZEUR",0.0000,0.0437,30256.4908
"L5WYA2-MMKA5-JXTLUY","T2KBZP-ZEJLX-I3CT32","2016-05-03 20:38:38","rollover","currency","ZEUR",0.0000,0.0531,30256.4377
"LNLLCE-B7WLA-YIBK5H","T5ORDM-F3KU7-YUCXGE","2016-05-03 20:38:38","rollover","currency","ZEUR",0.0000,0.0386,30256.3991
"LPR7ZM-FSGHV-LWENEU","TAC5SW-ODGCR-P46COW","2016-05-03 21:03:42","rollover","currency","ZEUR",0.0000,0.0024,30256.3967
"LJIMNY-F2UGZ-R4JOD7","T2RHZ5-5WLMU-7YEI65","2016-05-03 21:03:42","rollover","currency","ZEUR",0.0000,0.0823,30256.3144
"LLCBAS-X3L3C-2P3O65","TF2YHH-7H7YM-SCZHT6","2016-05-03 21:03:42","rollover","currency","ZEUR",0.0000,0.0024,30256.3120
"LMSINN-LIWXA-VNJVQN","T4WOMM-J42BS-RR5OA4","2016-05-03 21:03:42","rollover","currency","ZEUR",0.0000,0.1305,30256.1815
"LGBCJB-XJOPU-K3EXBV","TU3FU6-ZPPXX-3XLAZ6","2016-05-03 22:56:36","rollover","currency","ZEUR",0.0000,1.6254,30254.5561
"LI7DRL-MJYNK-66AYHO","TX5D7X-ZP6CV-YS6YRF","2016-05-04 00:23:42","margin","currency","ZEUR",-0.0981,0.0082,30254.4498
"LW5VLQ-ISKUP-7DJVTO","TSJV7A-MKTCP-N2WUAK","2016-05-04 00:23:42","margin","currency","ZEUR",-15.5356,1.2813,30237.6329
"L4Y6XZ-WA67A-SJUDFA","TUKZXJ-IWP3F-CUTCZX","2016-05-04 00:23:42","margin","currency","ZEUR",-37.6559,3.0454,30196.9316
"LA535V-3VIZN-74SDKZ","T45CXD-YR6VZ-ONOPHL","2016-05-04 00:23:42","margin","currency","ZEUR",-11.6600,0.8515,30184.4201
"L7EIQU-XIL5E-Z2GEZO","TKQMAV-3GAV6-WMB6DS","2016-05-04 00:23:42","margin","currency","ZEUR",-14.2449,1.0379,30169.1373
"L33EVY-IOZXK-TL4VBV","TFP4OX-XSJVE-TOSSLA","2016-05-04 00:23:42","margin","currency","ZEUR",-10.4882,0.7513,30157.8978
"LUABGC-M7PMO-QDH3IZ","TUZLM4-56HEY-OAXBC7","2016-05-04 00:23:43","margin","currency","ZEUR",0.0000,0.8303,30157.0675
"LXUVLI-H46OE-GFK4TE","TFRSV4-LI5L2-HIOEHS","2016-05-04 00:23:43","margin","currency","ZEUR",0.0000,1.1474,30155.9201
"L4TKE4-I7VZH-EQCIDP","T25K3D-Z2KSZ-HJXEPR","2016-05-04 00:23:43","margin","currency","ZEUR",0.0000,0.9410,30154.9791
"LPASN3-2IYT6-P6RJFJ","TEHFO2-NEQFK-OGDAFR","2016-05-04 00:23:43","margin","currency","ZEUR",0.0000,2.9606,30152.0185
"L6GK4H-UGSC4-62J33O","TFONXN-K3SHY-7H6JRT","2016-05-04 00:23:43","margin","currency","ZEUR",0.0000,0.0636,30151.9549
"LWRII2-IDA2H-VPNMS2","TQ22P7-26RRY-KFXODX","2016-05-04 00:23:43","margin","currency","ZEUR",0.0000,0.0247,30151.9302
"L4BQOL-YCUXP-CCWBIG","TU55BM-6SKYK-QRFPHE","2016-05-04 00:23:43","margin","currency","ZEUR",0.0000,0.3176,30151.6126
"L4WRQN-E2YVG-TQYQDJ","TIAPFY-MGTVO-4U2TOJ","2016-05-04 00:23:43","margin","currency","ZEUR",0.0000,0.0416,30151.5710
"LEHO3J-F3M2O-5SZLLU","T2R2CF-2YEEE-NEL4J4","2016-05-04 00:23:43","margin","currency","ZEUR",0.0000,1.0772,30150.4938
"LIN7H4-ILDON-4AOL25","TFPO4B-QIHCM-V4DS22","2016-05-04 00:23:43","margin","currency","ZEUR",0.0000,0.2999,30150.1939
"L3E25A-J6V27-4PURCE","TIRCEF-3D7EJ-7MDFKY","2016-05-04 00:23:43","margin","currency","ZEUR",0.0000,0.0090,30150.1849
"LQWV3G-K3EEB-3HFHRM","T3JK34-VGR7B-6RDTYE","2016-05-04 00:31:50","margin","currency","ZEUR",-0.5276,0.0463,30149.6110
"LPARQ6-PDUB2-D3WIB6","TTBHWJ-KJ3EG-6NTYJH","2016-05-04 00:31:50","margin","currency","ZEUR",-15.6043,1.2413,30132.7654
"LGZAPD-3ESOP-2AFO5H","T63PJR-L2T4X-WE6C63","2016-05-04 00:31:50","margin","currency","ZEUR",-3.3914,0.2646,30129.1094
"LP6XQA-6KBU4-754GST","TU24HH-XY5FA-WBBQQ6","2016-05-04 00:31:50","margin","currency","ZEUR",-1.3249,0.1033,30127.6812
"LQ734C-JPUZ4-3W7Y3I","T2TYMI-YB34X-E43H54","2016-05-04 00:31:50","margin","currency","ZEUR",-0.5932,0.0463,30127.0417
"LUOTYA-MHW57-E7JGDE","T4NVOE-5I575-2XFJS4","2016-05-04 00:31:50","margin","currency","ZEUR",-28.1576,2.1964,30096.6877
"LB4IDK-XFJLG-UNVWEB","T4ZJM2-L2RH4-YNDIW5","2016-05-04 00:31:50","margin","currency","ZEUR",-4.6155,0.3545,30091.7177
"LUA2CQ-JPQB5-25JF4Z","TB5YFB-T3E2X-UYHAMM","2016-05-04 00:31:50","margin","currency","ZEUR",0.0000,0.3922,30091.3255
"LUFNLP-HFHU4-RJC225","T3UXN3-BX3JQ-ZHM4OH","2016-05-04 00:31:50","margin","currency","ZEUR",0.0000,1.0380,30090.2875
"LFXHLX-CTMNR-WOASW7","TSESYY-U2Q4Q-WQ2CCP","2016-05-04 00:31:50","margin","currency","ZEUR",0.0000,1.3929,30088.8946
"L5DP6H-CQSPI-WAXCCJ","TY55MI-73GVS-65EMRW","2016-05-04 00:31:51","margin","currency","ZEUR",0.0000,0.0514,30088.8432
"LF3DDZ-NTC2B-XTMLXN","T5AYPS-HQC6V-NX2YOQ","2016-05-04 00:31:51","margin","currency","ZEUR",0.0000,0.1146,30088.7286
"LKORID-LRWVG-P4D4DO","TGN47P-ESV7K-YNCIRI","2016-05-04 00:31:51","margin","currency","ZEUR",0.0000,0.2929,30088.4357
"LUQSWD-PXDIV-MRWCSG","TXBD6V-UFWQ6-6L6RGY","2016-05-04 00:31:51","margin","currency","ZEUR",0.0000,1.1699,30087.2658
"LELIXJ-R4SJX-XDAA76","T4MBXI-YJUUJ-E3GXUU","2016-05-04 00:31:51","margin","currency","ZEUR",0.0000,0.2041,30087.0617
"LAUCXV-4MSYE-D6U7HC","TRU2JR-6ZIF6-HW7KIP","2016-05-04 00:31:51","margin","currency","ZEUR",0.0000,0.0514,30087.0103
"LCRNTJ-IEVO2-QOTTED","TMXHXQ-CTNM6-RX2UBQ","2016-05-04 00:37:51","margin","currency","ZEUR",-0.4289,0.9845,30085.5969
"LJOGVH-DTNUT-AUBEQB","TPVS2C-TBCHR-WQZGRW","2016-05-04 00:37:51","margin","currency","ZEUR",-0.0169,0.0243,30085.5557
"LPV7UX-6AFCB-WCBKL7","T4CBAI-ZPELX-TXAX3I","2016-05-04 00:37:51","margin","currency","ZEUR",-0.3531,0.4862,30084.7164
"LRDPT3-2ROYJ-EZQBZA","TQEU6I-4M3SB-WEATQR","2016-05-04 00:37:51","margin","currency","ZEUR",-8.5317,5.9640,30070.2207
"LTW42X-3L2ON-7VCT4X","TL4CVK-WKHFA-3FIN2M","2016-05-04 00:37:51","margin","currency","ZEUR",-0.9083,0.6349,30068.6775
"LPL7YL-KOURW-C62L27","TR3LPG-KGHOT-VPFIGB","2016-05-04 00:37:52","margin","currency","ZEUR",0.0000,0.0283,30068.6492
"LXUMCI-5LYSC-B52X4X","TILYXE-TD7NA-SH3T6G","2016-05-04 00:37:52","margin","currency","ZEUR",0.0000,0.0283,30068.6209
"LNPPTE-2CF7H-JO2EKS","TX2W62-JZMOG-XEEM7G","2016-05-04 00:37:52","margin","currency","ZEUR",0.0000,0.6478,30067.9731
"L63EY5-WRGDF-OCET4C","TDOQU2-UEDUB-D23LPV","2016-05-04 00:37:52","margin","currency","ZEUR",0.0000,0.7789,30067.1942
"LMWYED-K5EOB-IEMX7B","TFDYPZ-75O4I-MXZB2P","2016-05-04 00:37:52","margin","currency","ZEUR",0.0000,1.4412,30065.7530
"LAJ2F7-EOL33-6HZGGI","TXNDC2-LCZPN-LKYUPB","2016-05-04 00:37:52","margin","currency","ZEUR",0.0000,0.2193,30065.5337
"LOVZI3-5RXCP-QOTOG5","TBRBKJ-4AGNF-U2LO3T","2016-05-04 00:37:52","margin","currency","ZEUR",0.0000,0.1083,30065.4254
"LKSPDJ-MUETF-6TXA7I","TW263H-FIMZG-DFLKSJ","2016-05-04 00:37:53","margin","currency","ZEUR",0.0000,0.1401,30065.2853
"LUTIIB-MRJML-DUHKKE","TSRFLV-XKE7Q-OJYIKX","2016-05-04 00:37:53","margin","currency","ZEUR",0.0000,0.0887,30065.1966
"LKIRMV-LBO4G-WRQMGA","TSCBK4-WPVSS-VVTSUO","2016-05-04 00:37:53","margin","currency","ZEUR",0.0000,3.8868,30061.3098
"LT7LHP-WNHZK-IA732T","TJ6O47-6H6PE-VFKWLP","2016-05-04 00:37:53","margin","currency","ZEUR",0.0000,0.5442,30060.7656
"LUVNDV-KZ5XS-G5N4AH","TNL73X-UECT7-SGZGAJ","2016-05-04 00:37:53","margin","currency","ZEUR",0.0000,0.0271,30060.7385
"LBRMQD-KIGBC-IDEEAX","TMW7U2-U3RC7-CGHVCF","2016-05-04 00:37:53","margin","currency","ZEUR",0.0000,1.1010,30059.6375
"LNDRIG-LECDK-43A66B","TU3FU6-ZPPXX-3XLAZ6","2016-05-04 02:57:30","rollover","currency","ZEUR",0.0000,1.2161,30058.4214
"L4ACKK-O7JDL-Y5LDD5","TUZLM4-56HEY-OAXBC7","2016-05-04 04:25:19","rollover","currency","ZEUR",0.0000,0.0376,30058.3838
"LFDHGC-FDQ4N-GGKKQH","TFRSV4-LI5L2-HIOEHS","2016-05-04 04:25:19","rollover","currency","ZEUR",0.0000,0.0517,30058.3321
"LG3I6L-HKGAR-OBNHJF","T25K3D-Z2KSZ-HJXEPR","2016-05-04 04:25:19","rollover","currency","ZEUR",0.0000,0.0423,30058.2898
"LHKIDM-VO4OG-OORS3E","TEHFO2-NEQFK-OGDAFR","2016-05-04 04:25:19","rollover","currency","ZEUR",0.0000,0.1338,30058.1560
"LDKGYM-3GDWS-JMWNZJ","TFONXN-K3SHY-7H6JRT","2016-05-04 04:25:19","rollover","currency","ZEUR",0.0000,0.0027,30058.1533
"L4T6BP-PVL66-7Y6WTM","TQ22P7-26RRY-KFXODX","2016-05-04 04:25:19","rollover","currency","ZEUR",0.0000,0.0008,30058.1525
"L3X5KY-MGLQJ-NDAHKS","TU55BM-6SKYK-QRFPHE","2016-05-04 04:25:19","rollover","currency","ZEUR",0.0000,0.0141,30058.1384
"L7KVYL-DZIA5-ORKDTE","TIAPFY-MGTVO-4U2TOJ","2016-05-04 04:25:19","rollover","currency","ZEUR",0.0000,0.0016,30058.1368
"LU4I3R-HV3KC-3JV7VP","T2R2CF-2YEEE-NEL4J4","2016-05-04 04:25:19","rollover","currency","ZEUR",0.0000,0.0485,30058.0883
"LO2WZH-32NWD-JBRC4Z","TFPO4B-QIHCM-V4DS22","2016-05-04 04:25:19","rollover","currency","ZEUR",0.0000,0.0133,30058.0750
"LQMMQO-LIAYZ-S7VMXC","TIRCEF-3D7EJ-7MDFKY","2016-05-04 04:25:19","rollover","currency","ZEUR",0.0000,0.0004,30058.0746
"LORNUZ-AG3WB-R3AUVY","TB5YFB-T3E2X-UYHAMM","2016-05-04 04:32:51","rollover","currency","ZEUR",0.0000,0.0176,30058.0570
"LJ3J2E-FLAJP-KDYP5Y","T3UXN3-BX3JQ-ZHM4OH","2016-05-04 04:32:51","rollover","currency","ZEUR",0.0000,0.0469,30058.0101
"LOHWTX-CUL4P-XIF2WO","TSESYY-U2Q4Q-WQ2CCP","2016-05-04 04:32:51","rollover","currency","ZEUR",0.0000,0.0630,30057.9471
"LTH6AO-V2OCU-6USVTI","TY55MI-73GVS-65EMRW","2016-05-04 04:32:51","rollover","currency","ZEUR",0.0000,0.0020,30057.9451
"LFI2LP-UVOQ6-JLTVOM","T5AYPS-HQC6V-NX2YOQ","2016-05-04 04:32:51","rollover","currency","ZEUR",0.0000,0.0051,30057.9400
"LLBRXH-NUSO7-ZAGPYY","TGN47P-ESV7K-YNCIRI","2016-05-04 04:32:51","rollover","currency","ZEUR",0.0000,0.0129,30057.9271
"LA7UHJ-4FO42-GK3FJZ","TXBD6V-UFWQ6-6L6RGY","2016-05-04 04:32:51","rollover","currency","ZEUR",0.0000,0.0528,30057.8743
"LMSNFV-B2OII-2XT5GY","T4MBXI-YJUUJ-E3GXUU","2016-05-04 04:32:51","rollover","currency","ZEUR",0.0000,0.0090,30057.8653
"LWY7VR-PJV57-MOOJ6X","TRU2JR-6ZIF6-HW7KIP","2016-05-04 04:32:51","rollover","currency","ZEUR",0.0000,0.0020,30057.8633
"L46I64-VKJQL-3PU4V7","TR3LPG-KGHOT-VPFIGB","2016-05-04 04:40:23","rollover","currency","ZEUR",0.0000,0.0012,30057.8621
"LZDI7V-QLN6I-KJQCP7","TILYXE-TD7NA-SH3T6G","2016-05-04 04:40:23","rollover","currency","ZEUR",0.0000,0.0012,30057.8609
"LVQRVJ-QQ3UU-OEDYA5","TX2W62-JZMOG-XEEM7G","2016-05-04 04:40:23","rollover","currency","ZEUR",0.0000,0.0293,30057.8316
"LCM7TB-XDFDX-MTMJ27","TDOQU2-UEDUB-D23LPV","2016-05-04 04:40:23","rollover","currency","ZEUR",0.0000,0.0352,30057.7964
"LDRSWP-VI2HT-PRX7JJ","TFDYPZ-75O4I-MXZB2P","2016-05-04 04:40:23","rollover","currency","ZEUR",0.0000,0.0649,30057.7315
"LYVAKY-YC66N-V3UENC","TXNDC2-LCZPN-LKYUPB","2016-05-04 04:40:23","rollover","currency","ZEUR",0.0000,0.0098,30057.7217
"LU3LRJ-YIJ4H-S7XHU6","TBRBKJ-4AGNF-U2LO3T","2016-05-04 04:40:23","rollover","currency","ZEUR",0.0000,0.0047,30057.7170
"LWZSF2-SVVUX-GUSSUD","TW263H-FIMZG-DFLKSJ","2016-05-04 04:40:23","rollover","currency","ZEUR",0.0000,0.0063,30057.7107
"LY64NZ-NRF74-WWAGZ7","TSRFLV-XKE7Q-OJYIKX","2016-05-04 04:40:23","rollover","currency","ZEUR",0.0000,0.0039,30057.7068
"LYKLJG-CBJME-ZD7YJD","TSCBK4-WPVSS-VVTSUO","2016-05-04 04:40:23","rollover","currency","ZEUR",0.0000,0.1760,30057.5308
"LF4XEO-H7WEH-PKQ5KJ","TJ6O47-6H6PE-VFKWLP","2016-05-04 04:40:23","rollover","currency","ZEUR",0.0000,0.0246,30057.5062
"L4TWL4-JEVU5-H5QYW3","TNL73X-UECT7-SGZGAJ","2016-05-04 04:40:23","rollover","currency","ZEUR",0.0000,0.0012,30057.5050
"LVOQGZ-QBKRA-VHF6EO","TMW7U2-U3RC7-CGHVCF","2016-05-04 04:40:23","rollover","currency","ZEUR",0.0000,0.0497,30057.4553
"LPEX3N-K5I62-HOH5K4","TU3FU6-ZPPXX-3XLAZ6","2016-05-04 06:55:56","rollover","currency","ZEUR",0.0000,1.2160,30056.2393
"LMHAEZ-JXX37-5IOYJT","TUZLM4-56HEY-OAXBC7","2016-05-04 08:23:43","rollover","currency","ZEUR",0.0000,0.0376,30056.2017
"LFX5W6-5SIWQ-UWMPAS","TFRSV4-LI5L2-HIOEHS","2016-05-04 08:23:43","rollover","currency","ZEUR",0.0000,0.0518,30056.1499
"L4YB7A-GEMN6-RTJTAM","T25K3D-Z2KSZ-HJXEPR","2016-05-04 08:23:43","rollover","currency","ZEUR",0.0000,0.0423,30056.1076
"LZSHZE-CXRAE-QMJ4CO","TEHFO2-NEQFK-OGDAFR","2016-05-04 08:23:43","rollover","currency","ZEUR",0.0000,0.1341,30055.9735
"LZOYUJ-U6SEQ-FX7UEI","TFONXN-K3SHY-7H6JRT","2016-05-04 08:23:43","rollover","currency","ZEUR",0.0000,0.0027,30055.9708
"LBOIYV-NCLF3-LDC54M","TQ22P7-26RRY-KFXODX","2016-05-04 08:23:43","rollover","currency","ZEUR",0.0000,0.0008,30055.9700
"LWEY6L-ZQ6ES-2RZECV","TU55BM-6SKYK-QRFPHE","2016-05-04 08:23:43","rollover","currency","ZEUR",0.0000,0.0141,30055.9559
"LJSXEA-Q22ZE-PVCG33","TIAPFY-MGTVO-4U2TOJ","2016-05-04 08:23:43","rollover","currency","ZEUR",0.0000,0.0016,30055.9543
"L42P4A-PGJ6V-2NP6VA","T2R2CF-2YEEE-NEL4J4","2016-05-04 08:23:43","rollover","currency","ZEUR",0.0000,0.0486,30055.9057
"LH4ST4-NZDHP-PQENTK","TFPO4B-QIHCM-V4DS22","2016-05-04 08:23:43","rollover","currency","ZEUR",0.0000,0.0133,30055.8924
"LNWMUT-WAFT6-DBHBFR","TIRCEF-3D7EJ-7MDFKY","2016-05-04 08:23:43","rollover","currency","ZEUR",0.0000,0.0004,30055.8920
"LDWDP5-L2UGE-7TL7ZM","TB5YFB-T3E2X-UYHAMM","2016-05-04 08:33:46","rollover","currency","ZEUR",0.0000,0.0176,30055.8744
"LYT7FH-AJHQY-YA3ZLB","T3UXN3-BX3JQ-ZHM4OH","2016-05-04 08:33:46","rollover","currency","ZEUR",0.0000,0.0470,30055.8274
"LI2SNN-GK2YK-VZDCG2","TSESYY-U2Q4Q-WQ2CCP","2016-05-04 08:33:46","rollover","currency","ZEUR",0.0000,0.0630,30055.7644
"LLDS4R-C4CBE-R3LK7D","TY55MI-73GVS-65EMRW","2016-05-04 08:33:46","rollover","currency","ZEUR",0.0000,0.0020,30055.7624
"LBRWTI-DCZZT-WLSXO7","T5AYPS-HQC6V-NX2YOQ","2016-05-04 08:33:46","rollover","currency","ZEUR",0.0000,0.0051,30055.7573
"LQCWKS-6RUMM-GOB7S4","TGN47P-ESV7K-YNCIRI","2016-05-04 08:33:46","rollover","currency","ZEUR",0.0000,0.0129,30055.7444
"L4G7XC-LTUBQ-YXQ223","TXBD6V-UFWQ6-6L6RGY","2016-05-04 08:33:46","rollover","currency","ZEUR",0.0000,0.0528,30055.6916
"L2SYAL-IVPCT-FK5RF6","T4MBXI-YJUUJ-E3GXUU","2016-05-04 08:33:46","rollover","currency","ZEUR",0.0000,0.0090,30055.6826
"LD63HX-PPMIZ-3OSSZK","TRU2JR-6ZIF6-HW7KIP","2016-05-04 08:33:46","rollover","currency","ZEUR",0.0000,0.0020,30055.6806
"L64LVN-PO4EJ-PKQHWR","TR3LPG-KGHOT-VPFIGB","2016-05-04 08:38:47","rollover","currency","ZEUR",0.0000,0.0012,30055.6794
"LYFHYV-AXAD7-3O5Z4S","TILYXE-TD7NA-SH3T6G","2016-05-04 08:38:47","rollover","currency","ZEUR",0.0000,0.0012,30055.6782
"LU2GH4-CXIYP-YB726Q","TX2W62-JZMOG-XEEM7G","2016-05-04 08:38:47","rollover","currency","ZEUR",0.0000,0.0294,30055.6488
"LXDMJW-7GDOY-REGL7G","TDOQU2-UEDUB-D23LPV","2016-05-04 08:38:47","rollover","currency","ZEUR",0.0000,0.0352,30055.6136
"LWQUWZ-JCDYX-G7V2ER","TFDYPZ-75O4I-MXZB2P","2016-05-04 08:38:47","rollover","currency","ZEUR",0.0000,0.0650,30055.5486
"LKZPS2-46DGU-ZL446P","TXNDC2-LCZPN-LKYUPB","2016-05-04 08:38:47","rollover","currency","ZEUR",0.0000,0.0098,30055.5388
"LP2OGO-7QHU2-UU3HPR","TBRBKJ-4AGNF-U2LO3T","2016-05-04 08:38:47","rollover","currency","ZEUR",0.0000,0.0047,30055.5341
"LRWMI5-2WX6N-FJCR6G","TW263H-FIMZG-DFLKSJ","2016-05-04 08:38:47","rollover","currency","ZEUR",0.0000,0.0063,30055.5278
"LBGWMP-26GYH-XEV5JN","TSRFLV-XKE7Q-OJYIKX","2016-05-04 08:38:47","rollover","currency","ZEUR",0.0000,0.0039,30055.5239
"LXLQW6-IBJZO-K5JMWP","TSCBK4-WPVSS-VVTSUO","2016-05-04 08:38:47","rollover","currency","ZEUR",0.0000,0.1762,30055.3477
"LMBQTX-CEVRH-GFE3IZ","TJ6O47-6H6PE-VFKWLP","2016-05-04 08:38:47","rollover","currency","ZEUR",0.0000,0.0247,30055.3230
"LUY5XA-SP62R-PBUUOF","TNL73X-UECT7-SGZGAJ","2016-05-04 08:38:47","rollover","currency","ZEUR",0.0000,0.0012,30055.3218
"LCPZTY-ZPJ5I-ZWLW2K","TMW7U2-U3RC7-CGHVCF","2016-05-04 08:38:47","rollover","currency","ZEUR",0.0000,0.0497,30055.2721
"LI7PGG-HJORD-K243AE","TBWA57-WA66H-4XKYAU","2016-05-04 10:51:24","margin","currency","XXBT",0.0022580000,0.0000900000,0.0021680000
"LLFRIL-LAFCC-4DXNAG","T72PXP-MOTOE-HHXBQ3","2016-05-04 10:51:24","margin","currency","XXBT",0.2484440000,0.0099240000,0.2406880000
"L56T42-VVS55-M5FC6X","TGFVTA-5XBDE-KKLRS2","2016-05-04 10:54:32","margin","currency","XXBT",0.4779210000,0.0190910000,0.6995180000
"LYTFOQ-NAVB6-LYPYDP","T4YZJJ-W44WP-54VFGO","2016-05-04 10:54:32","margin","currency","XXBT",0.0090050000,0.0003760000,0.7081470000
"LWMUGA-XPSRI-6NCJZQ","TZDWRY-FJICB-VNMRSR","2016-05-04 10:54:33","margin","currency","XXBT",0.0050860000,0.0002120000,0.7130210000
"LLPLOU-LSVFO-GPOYZ4","TU3FU6-ZPPXX-3XLAZ6","2016-05-04 10:56:46","rollover","currency","XXBT",0.0000000000,0.0016910000,0.7113300000
"LZFNNT-JXGKQ-SSZY35","TQU5AO-BJENP-LQ5BGY","2016-05-04 11:27:20","margin","currency","XXBT",0.0152060000,0.0002990000,0.7262370000
"LSTGOI-KYBSD-UKDDMT","TUZLM4-56HEY-OAXBC7","2016-05-04 12:24:37","rollover","currency","XXBT",0.0000000000,0.0000960000,0.7261410000
"LEI2BQ-M3UYZ-4FO2NS","TFRSV4-LI5L2-HIOEHS","2016-05-04 12:24:37","rollover","currency","XXBT",0.0000000000,0.0001320000,0.7260090000
"L4NWQF-QONHI-FBFVZD","T25K3D-Z2KSZ-HJXEPR","2016-05-04 12:24:37","rollover","currency","XXBT",0.0000000000,0.0001080000,0.7259010000
"LL4CYT-D3GS2-DLNAVU","TEHFO2-NEQFK-OGDAFR","2016-05-04 12:24:37","rollover","currency","XXBT",0.0000000000,0.0003420000,0.7255590000
"LCFJLJ-6O7XG-SZKF5U","TFONXN-K3SHY-7H6JRT","2016-05-04 12:24:37","rollover","currency","XXBT",0.0000000000,0.0000070000,0.7255520000
"LGSWPB-BKAVB-CZS5DN","TQ22P7-26RRY-KFXODX","2016-05-04 12:24:37","rollover","currency","XXBT",0.0000000000,0.0000020000,0.7255500000
"LJD66F-652LC-Q4UHBZ","TU55BM-6SKYK-QRFPHE","2016-05-04 12:24:37","rollover","currency","XXBT",0.0000000000,0.0000360000,0.7255140000
"LTW57B-WKDF5-FAWAVU","TIAPFY-MGTVO-4U2TOJ","2016-05-04 12:24:37","rollover","currency","XXBT",0.0000000000,0.0000040000,0.7255100000
"LCUCFI-MBJJF-3RSTOB","T2R2CF-2YEEE-NEL4J4","2016-05-04 12:24:37","rollover","currency","XXBT",0.0000000000,0.0001240000,0.7253860000
"LBNAI5-O43QL-VMT3KG","TFPO4B-QIHCM-V4DS22","2016-05-04 12:24:37","rollover","currency","XXBT",0.0000000000,0.0000340000,0.7253520000
"LQMSSJ-PMS66-NEB7Y3","TIRCEF-3D7EJ-7MDFKY","2016-05-04 12:24:37","rollover","currency","XXBT",0.0000000000,0.0000010000,0.7253510000
"L3J264-3VQT7-OSDPK6","TB5YFB-T3E2X-UYHAMM","2016-05-04 12:32:09","rollover","currency","XXBT",0.0000000000,0.0000450000,0.7253060000
"LUGNKG-O776B-2WUO3B","T3UXN3-BX3JQ-ZHM4OH","2016-05-04 12:32:09","rollover","currency","XXBT",0.0000000000,0.0001200000,0.7251860000
